Avg. Area Income,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
50502.09,6.67,3.17,37593.86,1286477.40
57942.29,6.31,3.41,33388.08,816058.22
60935.56,6.71,3.05,26703.92,874755.29
43192.11,6.92,3.24,34134.02,1054606.98
66631.11,6.92,4.47,61361.73,1714266.27
68696.35,7.35,4.03,41856.72,1601527.41
51026.02,7.20,4.06,23853.50,426100.48
88054.31,6.94,3.29,22289.73,1454699.23
50362.54,4.61,2.40,23611.06,314167.83
66320.99,6.81,2.50,16803.48,933609.26
76926.14,5.75,3.23,45836.02,1353635.41
74905.35,7.50,5.06,41190.75,1587357.95
76149.69,6.63,3.42,31566.96,1457672.91
65643.86,7.10,6.12,48882.49,1265927.36
74910.40,7.15,6.26,39407.69,1562573.06
50241.37,7.24,4.38,53804.92,1376146.81
55159.12,6.65,3.20,27911.73,764799.88
64298.65,7.03,3.39,35999.98,1206986.89
56348.35,4.89,2.20,23476.97,649223.51
97669.06,6.74,4.14,43203.27,2102244.50
69970.32,7.37,4.24,33649.37,1429951.80
63402.77,6.62,2.10,32620.84,832559.80
69091.41,7.05,5.42,32707.83,1339303.66
57877.00,5.96,4.25,36800.46,579710.11
65718.30,4.15,4.14,54798.51,995721.63
61601.58,6.48,2.05,17410.39,745523.84
65864.97,8.06,6.33,18092.40,1004471.66
53230.12,10.02,3.06,27360.81,1311432.39
85683.86,5.46,3.24,26428.91,1246936.95
78792.36,6.56,4.01,29578.22,1341449.57
63830.17,7.40,4.02,29862.96,1020336.88
59930.16,6.69,4.28,44095.46,1320897.01
80898.97,6.80,4.37,37530.43,1443470.04
47904.69,8.05,3.40,33853.92,884015.23
71069.00,9.39,6.20,35724.02,1355556.95
67622.22,5.07,4.16,35359.85,841392.49
60437.72,5.67,2.42,30461.70,619664.25
77628.22,7.31,6.00,26257.12,1446982.76
90244.76,6.15,4.17,17771.38,1575680.04
74439.57,7.96,5.28,44079.39,1351639.84
80819.29,8.07,4.38,34535.99,1543801.65
73003.50,6.82,4.43,23500.01,1101239.49
66964.38,7.47,3.20,36043.92,1034180.95
73617.16,7.37,5.06,29735.36,1139360.43
68751.08,7.38,6.10,25504.96,1116351.75
78693.84,6.45,3.15,44210.16,1526013.33
64317.65,6.49,2.34,22295.72,1020098.04
71939.37,8.03,6.11,40053.88,1617072.28
71868.45,7.53,5.22,42187.81,1567482.27
84855.84,5.31,4.05,43119.70,1134273.42
72969.67,7.81,4.06,40262.83,1434803.06
68599.04,8.78,5.45,44339.96,1234837.21
64644.90,6.52,2.13,45329.51,863386.17
62677.19,6.04,2.31,50162.61,1246410.34
63380.81,6.00,2.45,40217.33,932979.36
73515.39,7.88,4.30,35015.08,1468030.41
58518.00,7.83,4.30,44011.42,1087802.89
60015.34,8.73,5.36,27854.69,1260484.46
73724.21,5.71,3.04,33025.44,1021122.05
81850.99,4.33,2.39,42634.95,1375467.27
81559.20,4.80,2.03,45777.55,1224792.36
62041.43,7.12,3.25,46069.98,1376898.06
76935.85,9.35,6.50,25763.64,1642164.22
70564.46,6.47,4.43,36308.24,1210573.86
70885.51,5.40,4.13,39730.16,1246595.16
51742.05,6.86,3.22,45458.31,812059.06
61830.24,6.54,3.16,37688.39,1054856.03
73582.86,5.97,4.27,36759.65,1384432.15
73998.98,4.78,3.20,49947.48,1133126.48
62270.59,7.84,5.07,56626.46,1470476.99
61943.19,6.61,3.07,41204.71,1326837.46
71108.05,8.30,4.40,39238.48,1441956.20
77485.71,6.56,4.07,33296.59,1278204.78
56516.90,7.00,2.03,34169.93,803919.81
86129.76,6.43,4.45,43393.30,1880127.06
70030.02,7.66,3.05,26782.56,1261715.46
68449.05,10.14,3.14,20145.89,1810158.49
69518.48,7.42,3.48,36570.18,1527492.34
62911.52,6.06,3.25,39738.27,1133084.32
78060.65,6.37,2.07,47151.72,1491145.24
71714.70,5.23,3.22,28294.09,853142.81
58970.58,7.69,6.22,18991.78,973688.76
89716.84,7.49,6.21,60886.85,2105991.79
58945.51,4.49,4.25,47225.67,948366.97
88090.37,7.50,4.34,55833.58,1641473.66
61269.49,7.80,6.14,41079.49,999369.80
77910.27,6.30,4.35,28126.83,983180.37
71500.87,5.75,4.09,33741.74,1439892.63
77049.02,5.66,2.17,19146.68,812512.24
72474.89,7.31,3.16,33307.06,1304511.90
69866.02,6.87,2.14,48601.33,1246270.01
78355.35,6.86,4.02,26740.95,1277112.12
76541.48,8.18,3.03,45686.08,1734814.16
68779.17,7.84,6.11,18901.42,869924.06
52034.91,6.84,2.20,20444.79,961727.47
91937.81,6.91,4.37,19332.42,1267150.84
66467.92,6.57,4.27,59258.49,1820189.53
62399.28,6.66,4.02,29409.21,716344.63
63477.26,7.02,5.31,28894.50,1204400.62
67396.97,7.66,3.21,42768.37,1560805.07
80371.45,8.32,4.36,18859.29,1644242.02
64276.54,9.38,4.14,40728.78,1586312.16
59084.73,6.14,2.11,42955.91,1073254.14
55040.24,4.98,4.29,58040.67,1090888.96
77803.19,7.16,5.38,42090.95,1568181.61
49767.03,7.02,4.06,40776.08,927978.91
56741.42,8.59,6.22,26252.13,985006.99
65904.81,7.39,3.26,43800.05,1636414.89
73019.82,5.75,2.43,50931.75,1542488.69
57521.69,7.64,4.38,29113.41,806255.88
71486.96,6.89,2.20,41479.08,1101341.19
81107.90,8.39,6.30,40936.99,1787324.51
72006.81,6.94,2.01,37402.08,1235593.28
66071.93,6.73,2.27,19935.30,1033626.41
72655.35,7.38,3.02,38039.25,1335848.33
60685.93,7.15,6.12,27530.57,943469.81
81044.94,6.08,4.48,38512.48,1382998.25
58318.86,7.03,4.29,29491.64,859208.72
65674.60,7.12,4.00,34492.79,1234629.60
78859.81,6.95,3.15,38198.80,1248845.21
75844.99,6.69,4.17,31903.38,1108912.51
77615.85,6.91,2.27,36591.52,1466411.79
55988.14,6.08,3.43,55042.91,1454035.01
79571.60,4.30,3.30,43601.71,1457230.65
68099.65,6.11,2.00,35347.13,837540.17
69489.40,7.86,5.34,28389.60,694472.11
95212.47,8.70,4.28,43890.04,2139725.54
58533.14,7.29,4.38,49321.06,1285312.24
61875.08,6.15,4.18,35833.39,975005.77
80422.26,7.64,3.21,51383.02,1661435.48
41064.87,7.10,5.45,37600.69,557228.78
68885.99,5.60,3.37,21688.81,871325.26
70657.40,6.35,2.31,22743.51,1246485.18
78199.46,6.16,2.01,50241.04,1491153.03
63536.05,7.74,6.28,45842.39,1532682.05
57191.90,6.08,2.07,21518.53,646248.18
88733.45,7.91,4.00,32505.92,1397943.51
46285.84,8.76,3.42,42246.02,1153321.60
71799.86,7.24,3.37,33178.37,1135030.68
63700.89,6.01,2.07,52554.41,1312466.97
61516.10,7.81,4.26,44913.21,1224001.87
66749.57,6.10,3.37,46553.98,1394637.65
85668.90,7.67,6.49,24272.72,1218125.21
53562.40,4.03,3.13,17964.47,266298.88
61134.79,6.43,4.04,49167.48,1052567.70
70643.18,7.71,5.03,24298.97,1460450.98
76635.95,5.90,3.41,39792.55,1205377.91
74229.47,6.49,2.24,20042.99,1110394.03
68742.99,7.32,4.44,34008.88,1218566.26
42245.80,7.33,4.34,53670.66,862865.82
57631.60,4.96,4.27,33884.18,705100.51
71066.81,5.77,2.44,43419.89,1112194.75
71813.76,7.66,3.08,27307.97,1049981.35
80154.87,5.73,4.24,45608.50,1650269.18
71229.36,6.98,4.15,27168.84,699787.32
65182.12,7.01,4.12,32729.60,779106.02
65258.21,7.86,3.41,44352.88,1748474.69
79988.57,7.26,4.11,53109.81,1550036.52
49664.27,5.74,3.35,29403.51,581134.96
73579.40,8.37,5.04,37368.21,1537765.66
75865.63,6.79,3.37,30350.78,975054.57
78048.81,6.95,4.07,28727.08,990725.65
69446.30,7.79,3.04,22578.31,1092843.30
73005.85,7.41,3.02,36706.21,1217309.13
78146.85,6.33,3.13,30040.13,1622261.67
64042.77,8.38,4.23,21350.92,1288490.27
96899.01,6.94,3.01,50292.67,1697281.49
75059.77,8.21,6.39,18699.19,1242316.99
97076.16,6.61,2.46,39915.66,1969194.12
75250.21,6.50,4.00,34098.37,1418723.66
61099.38,6.60,4.18,33249.11,744450.23
43401.44,6.63,3.42,24589.41,736817.38
76228.51,8.40,5.04,46694.14,1820595.37
70698.55,6.19,3.26,26598.06,799191.04
58719.36,7.43,4.35,44957.02,1296240.11
73237.58,6.50,2.31,33995.11,1341722.84
50817.79,7.64,5.35,34818.21,771002.08
60297.70,7.25,6.37,33621.46,1243748.12
63558.35,7.08,4.48,37969.66,1138036.60
68704.61,7.11,3.14,40183.03,1020145.97
72994.02,6.58,3.40,40449.96,1507035.87
53847.55,6.06,4.25,23852.69,569876.77
62992.19,7.05,3.27,23116.79,867311.06
83004.62,6.32,4.07,44194.66,1325354.51
73699.78,7.42,5.07,34445.89,1710966.04
44834.02,6.36,4.34,40784.38,757469.02
69495.75,9.50,3.37,36248.76,1450786.78
72581.90,6.06,2.29,26765.18,1004340.04
76908.51,8.88,3.43,57322.84,1957984.94
70658.46,7.58,6.34,32688.78,1262187.04
72405.65,5.73,2.40,32748.79,718187.02
62893.65,7.69,4.50,35593.55,1271518.96
76626.76,6.56,2.37,20782.09,1333995.85
67781.09,7.24,4.46,43570.83,1424389.48
74004.13,5.79,3.18,25909.20,1078577.27
62006.20,8.65,4.11,53450.07,1536899.08
66698.25,7.00,4.08,40558.24,1165875.31
74562.39,8.88,6.20,18597.59,1165877.67
67715.22,6.40,4.29,38555.18,1099917.43
49055.28,9.27,4.29,26841.43,1244631.00
66484.84,6.91,3.40,28002.65,873509.19
72899.66,6.86,4.21,39311.15,1270928.03
67076.27,7.05,6.28,35182.01,997618.68
49198.63,6.86,2.22,44786.53,913978.57
56374.21,6.90,3.48,35084.59,856207.60
78077.11,6.35,3.30,40737.42,1729392.20
71103.18,8.04,5.24,59442.38,1518787.76
59904.85,5.66,4.19,35188.77,752168.07
67672.94,7.78,3.13,39902.46,1550931.07
67123.99,7.00,4.43,56400.28,1327806.73
65274.14,6.20,2.05,25620.92,1399906.45
61827.54,6.85,3.27,31309.44,1235591.83
50041.13,8.70,3.08,68311.70,1626676.49
68870.38,6.24,2.12,42188.36,1099959.64
56247.31,8.07,3.28,36910.30,1289190.76
79763.06,5.89,3.36,53615.35,1441312.17
50661.02,4.88,4.28,44261.87,829128.66
65142.76,6.70,4.47,42574.66,1443228.29
53641.31,7.73,5.40,36472.18,616056.96
55716.54,5.62,4.17,42051.30,809057.46
68267.50,6.80,4.10,35935.50,1383938.37
83444.99,6.03,2.43,44807.99,1514555.08
76609.92,6.70,3.21,55430.31,1214689.18
78685.84,7.37,5.14,34767.79,1672445.35
86232.60,8.92,6.44,38437.36,1496776.83
75867.23,6.76,3.11,32319.55,1408427.76
73428.35,7.12,6.49,42332.30,1447492.96
74994.86,7.45,3.13,41651.65,1301486.69
58779.09,7.27,6.19,38936.04,1472809.49
49756.61,8.35,6.11,44877.44,975384.18
71135.39,7.83,3.26,15441.83,1088699.40
82919.89,5.90,3.17,44985.26,1527676.37
59492.14,7.92,6.01,46608.27,1078534.55
70363.58,6.01,2.36,22201.13,1054249.21
70946.91,5.30,3.04,41818.59,1214262.70
78646.31,7.77,4.40,17551.71,920951.57
73273.33,6.50,4.18,36790.91,1132983.96
84115.12,6.68,4.25,21776.73,1731564.38
79433.28,6.23,2.47,40077.75,1236633.09
69647.71,6.71,2.24,41612.17,1473680.60
79639.00,8.50,3.44,37129.97,1852584.52
76856.30,6.47,4.38,29382.09,1254938.14
82199.35,7.26,5.08,33609.25,1638661.43
72814.16,6.83,2.39,37882.63,1367130.35
75167.81,5.73,4.48,32966.20,1327961.10
70507.75,6.85,2.00,41981.02,1332042.91
46931.58,7.41,3.16,22190.13,893215.24
60137.35,6.67,2.19,15994.13,832691.18
66026.61,6.35,4.09,43645.39,885249.18
76161.63,6.74,3.15,13801.92,715460.47
69586.48,8.62,3.00,35254.00,1509962.02
86859.20,7.89,3.23,46559.98,1942640.27
68182.47,6.42,4.48,41933.85,1175289.16
60379.36,7.55,4.44,43552.36,1675523.37
55430.10,6.93,3.31,36332.25,886321.02
50016.43,5.66,3.26,29559.23,497368.04
49563.54,8.22,3.12,23819.28,542596.99
74279.93,7.37,5.40,26947.15,1422004.01
73421.02,7.77,5.11,35630.89,1491290.05
74253.19,8.17,5.23,26956.92,1279279.80
80072.51,7.83,4.29,32415.90,1838984.44
67501.02,5.41,3.25,27412.80,807916.31
69569.81,7.75,3.50,27113.00,1076602.19
81997.68,4.47,4.46,38628.41,1232872.36
68227.88,5.89,3.06,38294.56,1038153.95
74180.58,6.18,4.22,31461.73,1140209.08
65801.23,6.83,4.42,42607.23,1305101.77
70719.52,7.81,3.21,29301.48,1044017.43
59563.08,7.65,4.05,24196.14,906543.77
57311.81,8.16,6.39,38929.93,1200888.77
76448.09,6.80,3.25,23214.70,1412619.71
68934.62,6.84,2.50,27479.08,1109260.85
74274.11,7.68,6.50,32789.06,1347202.58
82115.11,6.98,4.47,46052.48,1796531.90
57671.35,7.30,4.04,30496.29,960905.00
68061.81,8.07,3.02,30689.30,1255736.41
73334.68,5.95,2.45,32270.83,935061.31
87295.09,5.55,2.36,23399.85,1116680.15
77969.99,8.13,4.08,29941.40,1519415.35
66997.40,7.58,3.41,55761.37,1788786.46
69232.95,8.05,5.16,23728.24,1144319.08
69686.32,8.33,5.41,41007.66,1148508.03
60664.90,7.38,6.20,37712.84,1029273.28
60837.73,6.86,2.47,58168.62,1543966.43
70944.65,7.18,4.42,18268.48,1029951.81
63307.83,8.02,4.18,31956.52,1286974.70
69240.13,7.63,3.06,34500.58,1169736.79
52840.21,6.86,4.06,40736.74,1268421.10
51480.41,8.73,5.23,29802.71,987973.89
61956.89,6.82,4.09,32898.30,1128895.12
83408.79,5.61,2.09,59346.89,1770681.13
68953.48,6.95,2.10,13008.49,568842.54
66909.67,7.04,3.05,34625.35,821598.99
64707.75,5.95,2.24,23746.00,931733.36
52933.91,5.85,4.35,44766.76,1218635.85
81745.08,7.38,3.39,21021.02,1626659.96
79663.80,5.23,3.00,32806.85,1298476.89
66039.62,5.24,4.50,28616.05,752357.28
74079.03,7.00,3.40,32447.40,1696339.54
87736.40,5.40,2.37,28113.79,1578146.34
57657.90,4.90,3.38,35437.89,731715.26
77415.70,6.87,4.16,11915.28,1009854.70
82868.47,7.32,5.49,20957.77,1111655.91
76395.85,5.61,3.12,49784.72,1626125.17
54453.08,7.15,5.38,40552.09,999970.68
71380.62,8.03,3.43,36428.04,1295967.39
64193.87,6.80,3.27,42961.51,1545864.17
77513.93,7.20,3.40,34958.43,1360910.73
100741.30,6.64,4.33,26041.49,1644923.08
75391.68,5.90,3.17,43359.02,1435769.77
88721.12,6.72,3.22,30965.58,1528987.32
75819.80,6.38,4.11,28938.80,1373106.57
54497.32,7.34,4.04,29180.10,756216.58
73255.23,6.15,3.24,41368.95,1413105.49
67176.77,9.52,4.14,40456.01,1440317.76
62358.40,7.33,4.19,35365.95,1212276.36
69059.56,6.91,4.39,35742.18,1356539.51
60912.66,6.94,2.14,25279.99,1056225.69
60049.86,7.82,4.50,41798.67,1384787.46
75024.02,6.08,3.50,35673.18,1194440.29
71324.30,6.02,2.29,27362.19,858159.62
71430.14,8.95,5.43,45173.02,1471031.42
72646.95,7.05,5.43,51126.89,1626592.99
51338.97,6.80,3.40,28731.75,781524.18
74435.95,6.14,3.00,51546.47,1329521.14
61687.39,7.00,3.34,45279.16,1210826.77
69284.91,6.98,3.13,37680.56,1259163.07
66189.97,7.77,6.45,24912.23,1497377.18
58846.49,5.52,3.34,37979.31,1159699.97
81823.34,8.66,3.18,31555.74,1556256.44
63353.80,7.31,4.39,37717.60,932616.07
88531.10,8.00,6.27,34410.19,1842065.95
71901.33,6.08,4.30,36966.47,1414294.90
72646.51,7.84,4.26,35628.83,1285019.14
75691.90,6.47,2.48,24436.95,867044.96
67830.63,8.12,4.41,10841.33,1077059.16
70933.40,6.01,3.16,40092.34,1088634.96
45750.49,6.35,3.10,39692.76,494609.03
57060.10,7.19,3.02,36853.69,767214.80
75144.87,9.10,6.32,21261.15,1658571.86
71363.21,5.96,4.43,27965.20,1308508.12
70169.71,7.65,3.36,35197.38,1217021.52
56576.55,6.23,4.37,38519.04,940229.23
57072.75,7.74,5.42,39651.75,1208458.25
78679.42,8.73,3.23,57409.91,2082236.24
70091.56,5.28,4.34,37410.39,1081497.28
48956.96,6.18,4.43,28742.01,813726.11
52707.07,6.85,3.44,37736.77,1016301.44
69288.10,7.75,5.39,52969.63,1782803.87
63918.05,7.66,4.26,48669.65,1095035.11
77701.05,9.29,6.39,49495.06,2187326.44
84243.50,5.78,2.19,30239.93,1366668.19
76901.90,7.57,5.46,50668.14,1727592.64
69529.73,7.48,5.08,23886.56,815190.65
67908.17,7.81,3.13,32949.55,1383508.06
62557.44,7.01,3.47,33986.48,1122563.82
69672.31,7.58,6.37,31800.30,1059113.72
66785.25,7.61,4.37,33871.83,1480441.53
71158.06,6.36,3.45,30221.33,1016871.41
69361.56,5.76,3.37,30184.88,682632.80
64494.64,6.22,4.49,17476.83,685775.60
60798.20,7.14,3.40,43682.09,939139.03
81054.51,5.54,3.24,45684.34,1730103.13
69113.25,5.46,4.46,48474.51,1296432.78
79458.60,6.88,3.36,46292.38,1825071.45
66866.50,7.33,5.09,32428.48,1126085.14
61117.30,6.86,4.36,32508.46,729989.35
73056.53,6.09,4.21,45565.90,1183272.51
76911.52,5.94,3.35,27891.00,1128842.21
65014.71,6.54,4.21,23416.66,1009831.13
76717.10,7.20,3.11,22276.37,1005392.42
63330.51,7.97,4.15,20383.57,983534.15
57996.67,8.61,4.13,45786.86,1626893.55
74264.42,7.14,3.31,47367.07,1379671.07
60243.73,8.23,3.16,33350.12,1299327.43
77978.59,6.69,4.44,39730.68,1162191.79
73458.73,4.96,2.40,31514.42,1056562.60
73907.48,7.51,6.36,37171.01,1295099.44
51628.01,8.70,4.22,32713.10,817938.78
96397.58,6.20,2.40,22681.93,1053966.43
68144.44,7.31,5.33,33488.91,1427890.05
58547.89,7.36,6.05,40083.80,1226440.25
78054.15,5.42,2.45,16143.66,975921.86
77453.48,7.64,3.02,53100.28,1664147.64
75728.70,4.38,2.36,46231.03,1517922.27
61081.35,7.81,3.15,25627.55,1132662.22
72120.35,7.79,5.04,49375.93,1447671.67
76452.81,7.16,3.50,24441.97,1220591.01
53056.92,9.54,6.49,35762.87,1186662.51
63081.10,7.54,5.35,41562.41,1244789.02
66915.89,7.19,4.48,26897.13,966576.02
70224.58,7.57,6.45,43719.48,1707494.92
56610.64,7.56,3.29,25494.74,729641.74
73679.17,5.91,2.27,19414.34,1235144.10
57115.48,6.32,3.06,31202.10,1278618.62
63270.35,6.62,2.50,48531.79,1084011.70
68728.23,8.15,5.01,46415.36,1786085.75
57630.37,6.54,3.26,38748.50,1096938.43
80949.36,7.16,4.21,40034.42,1606602.68
60587.03,7.46,3.19,35683.67,1346969.10
42258.77,7.55,6.29,49215.66,852703.26
78757.68,5.94,4.18,20453.30,1084763.03
47594.45,8.60,4.17,41311.07,1133814.08
54465.75,6.38,3.18,7234.96,395523.25
52399.75,8.70,5.04,18116.62,827268.23
68945.00,9.23,6.38,56617.14,2119176.26
73345.67,7.88,6.44,46245.42,1629573.89
73789.40,7.76,6.39,40939.77,1082370.17
66047.05,7.96,5.05,26534.70,642809.97
75908.67,7.05,5.17,35040.33,1036277.06
84657.62,7.46,5.17,37068.49,1921028.57
68074.43,7.07,4.41,32060.71,1076032.55
49869.48,7.96,4.48,36325.68,892039.40
60300.67,6.64,4.41,34195.58,992566.62
75245.47,7.42,3.42,37410.67,1562887.22
76076.11,7.83,3.30,45327.58,1567859.07
81464.86,7.72,6.28,45712.25,1593331.71
57094.78,7.12,5.19,30879.00,1079408.59
74692.90,7.84,3.23,58221.98,2001910.22
75916.30,7.30,4.14,52072.36,1686562.17
47129.10,7.04,4.21,34721.16,779962.10
62317.09,5.58,4.18,36075.81,685355.42
57576.05,6.51,3.40,28653.59,634218.44
77481.71,6.46,2.24,30735.60,1153680.15
75408.36,7.70,4.02,33003.26,1235226.48
73739.85,8.24,4.16,38988.13,1423125.54
69327.70,6.90,4.34,31948.94,1550181.07
96551.00,5.27,3.22,25707.08,1740719.11
84487.83,5.62,4.29,41764.66,1685967.65
53338.99,8.17,6.41,45234.82,858088.72
78747.70,7.62,5.28,48614.33,1785374.29
73477.98,6.24,3.44,46610.62,1113782.47
81159.79,6.00,4.49,40861.62,1182888.00
73294.46,5.73,4.00,32253.02,1151128.92
60946.59,6.93,2.17,39660.67,1420070.02
53793.18,6.80,2.30,43458.00,1047280.11
65480.31,6.69,2.24,35056.75,860804.45
66987.51,5.98,2.34,26672.08,1314635.69
66626.54,6.34,3.39,20257.79,518831.47
63445.86,7.85,5.49,46462.31,1510883.78
50935.96,7.33,6.14,44128.20,988123.76
74085.92,7.57,4.22,49674.43,1490904.56
64410.68,6.14,2.31,47477.01,1306349.99
66710.02,7.20,6.15,34238.49,1628490.79
43940.87,6.66,2.23,23999.08,547918.33
69313.97,6.73,3.29,30418.68,946821.34
66398.40,8.81,5.48,25841.53,1074369.78
67136.08,8.41,5.17,31846.25,1468752.66
66547.02,6.85,4.13,27850.82,1094879.77
72472.37,5.37,2.45,19745.49,754960.55
82958.02,6.83,4.15,43015.09,1578760.81
88968.52,7.01,3.01,34751.74,1433006.65
83417.24,6.29,4.09,34922.25,1794014.30
68613.01,7.42,3.49,31936.44,1373022.24
68527.34,6.24,2.07,38852.68,961311.73
78818.71,8.67,3.01,20631.30,1398466.63
76948.45,8.68,3.01,33189.80,1676172.30
56315.35,8.71,3.46,40985.48,899466.57
84898.80,5.06,4.16,46066.87,1658695.14
54094.85,7.50,6.03,29371.03,785460.70
68661.25,6.38,2.08,25431.40,895441.02
87062.46,6.95,2.31,15007.77,1442674.18
82093.56,6.78,2.43,30644.24,1324022.02
58521.90,6.85,3.46,44423.50,671671.71
71117.41,5.96,4.23,43998.06,1065953.38
76888.25,5.81,4.47,40974.15,1124800.01
64608.22,6.38,4.43,36947.26,697840.57
60555.04,8.07,5.12,46257.12,1646565.05
80980.26,6.68,3.38,37340.98,1416648.30
69945.46,7.44,5.21,25022.10,1072891.08
56956.34,6.78,3.16,57931.67,1217320.70
59580.33,7.31,4.03,38525.24,1096173.17
75398.08,5.29,4.42,42304.32,1216307.15
79055.65,7.51,5.39,41724.91,1621035.90
68113.31,7.21,3.37,44316.38,1445804.83
90201.40,6.02,2.38,35220.86,1417957.98
44206.21,7.30,6.27,23033.55,677277.60
82748.75,8.00,3.04,20152.17,1410814.98
78933.50,7.42,3.15,28675.19,1520371.01
55833.70,6.73,3.28,37838.87,1086716.80
73853.70,7.84,4.01,34823.61,1647216.59
76956.49,6.41,4.39,23867.33,1203623.84
72682.76,8.50,3.37,45348.56,1715743.41
64188.53,7.09,6.30,34211.30,1267714.15
83656.49,5.46,3.50,42841.74,1564563.57
53793.28,5.19,3.32,37683.75,628870.35
89910.75,5.66,4.45,37517.88,1534156.31
64105.61,5.29,3.31,42938.16,1041896.85
60075.89,7.60,6.21,30394.89,950121.56
72331.68,6.63,3.38,34718.07,1377275.18
42969.66,7.89,4.38,29594.09,777733.61
48418.25,6.11,4.04,41513.40,702321.75
57880.64,7.27,6.02,20255.98,846052.91
74992.16,7.72,6.12,30885.20,1390870.10
54203.30,6.20,2.49,60388.34,1394900.98
70632.61,7.16,4.17,45919.26,1779858.27
86051.09,6.20,3.26,49475.67,1754866.40
72630.01,4.71,3.03,45888.87,1160397.82
61821.94,8.08,4.29,19123.42,808373.70
70754.60,8.18,6.33,25442.40,1277172.48
62840.19,6.00,3.33,35658.69,1026126.58
54259.48,5.49,4.31,26482.16,469016.25
56060.90,6.67,4.26,42461.32,962551.04
86401.89,5.83,3.36,38799.43,1385749.14
73466.77,7.70,6.28,43108.02,1605398.57
70817.40,7.74,5.08,33597.50,1196254.12
79661.16,7.50,6.23,44099.75,1879797.72
61506.59,6.70,3.13,53962.06,1271752.43
78114.42,8.42,6.00,41831.04,1876746.49
73779.09,6.50,2.46,40935.06,1109586.41
78705.91,7.61,6.21,40204.52,1560270.49
83145.09,9.31,6.17,7360.30,1572814.86
63232.94,7.26,4.24,33637.96,1465223.51
71560.02,5.78,4.12,40311.28,1049672.25
79310.36,7.52,4.38,43982.19,1231157.26
56290.32,7.11,3.21,27648.72,854812.26
74526.50,7.00,5.48,32518.48,1250494.74
61467.75,7.38,5.35,38816.14,962183.80
73658.12,7.93,4.16,57646.39,1864670.07
56743.58,5.13,4.14,23889.16,577104.81
63582.98,5.87,2.16,52070.90,1016187.10
78358.95,8.10,6.19,40591.33,1492965.73
82743.51,8.14,5.30,41859.07,1811265.52
61877.55,6.80,3.25,28604.94,1083745.37
59963.91,6.44,3.23,39170.31,1292979.36
58099.54,9.15,4.41,27063.09,1155513.18
75054.75,6.40,4.25,37179.35,1294069.53
79163.78,6.92,4.39,31514.44,1159147.11
69442.45,5.58,3.19,56984.15,1469561.67
76181.21,5.31,4.27,22850.03,988746.42
56799.07,4.50,4.23,52875.06,774491.65
52511.65,6.56,3.30,24612.99,325195.94
86362.78,6.77,4.47,34050.13,1477596.00
74230.52,7.36,5.09,19108.53,1483808.34
80793.42,7.06,4.41,25377.56,867444.70
72618.54,7.64,4.46,37345.91,1420858.82
48662.30,7.20,6.46,29002.10,680982.77
71277.27,6.29,3.17,36325.79,996996.36
80285.68,5.21,3.03,48633.83,1439028.52
62681.80,4.13,3.01,17454.46,796910.71
65673.75,7.35,6.27,32367.45,1166158.18
64426.87,8.95,3.31,18214.31,1055548.68
83801.82,8.71,5.39,33184.55,1642051.83
87638.12,6.95,2.45,34109.24,1734239.14
69179.70,6.08,3.25,36323.69,1193519.51
77540.89,6.53,2.02,21671.51,555755.66
67612.49,7.47,5.05,40272.37,1244631.52
73180.67,9.12,3.33,43144.71,1768036.33
75786.35,5.92,3.10,36352.35,1047452.51
68294.31,6.46,3.50,21770.67,1038330.04
57684.53,6.05,2.16,31033.02,895600.42
71701.84,7.52,6.11,27610.39,1352018.25
68259.16,8.09,3.11,17861.32,1128045.10
70972.24,8.05,4.30,45696.87,1268570.81
71307.90,7.51,3.42,27619.16,1061517.71
87626.94,7.61,3.15,36654.46,1724733.02
66651.60,7.15,5.46,46165.70,1660975.17
68600.04,8.07,3.09,39091.22,1797621.22
67846.05,6.10,4.15,27442.10,879511.20
63345.19,7.28,3.13,41461.95,1565151.55
66262.19,4.92,4.23,45055.24,1199128.40
73659.10,5.08,4.47,39575.39,651787.97
60904.45,6.48,2.45,33078.15,586381.55
63543.59,5.57,3.45,44541.65,1151741.15
67582.84,8.01,3.04,41529.70,1279051.67
54841.76,5.66,2.15,31196.48,585531.24
69657.36,5.37,3.08,29973.09,884227.21
66369.75,7.40,6.41,18683.54,796666.12
68785.85,9.51,4.11,40634.95,1624842.12
61306.12,6.18,2.05,37252.72,1559997.15
54850.74,5.55,3.20,38390.67,615506.80
71795.86,8.00,6.45,49773.20,1533492.80
69676.60,5.89,3.14,31727.36,1239940.04
55815.57,6.00,2.35,42961.76,1308465.24
71332.55,4.57,4.04,49628.41,1430813.41
61951.17,7.44,5.43,31521.28,943404.24
57855.69,6.57,4.06,40581.76,938420.78
66706.07,7.89,5.13,38981.04,1206393.18
54890.10,5.53,2.03,32642.04,481391.64
61666.50,8.14,3.17,24865.99,1144641.82
75435.42,6.89,3.46,22637.49,1028636.42
61683.00,6.29,4.38,29674.03,856931.53
68211.29,6.97,4.28,40808.99,1742566.01
75282.45,7.48,5.36,28385.50,1617114.94
67143.75,7.88,3.06,32715.66,1364029.17
68974.10,6.81,3.13,31832.99,1702526.06
69845.24,7.74,6.10,37014.02,1375105.35
